Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
7690,W224DN,45.6743888888889,-91.9812777777778,92.7,0.01,0.0,WI ,ZOE COMMUNICATIONS INC                                                      
7691,WDUX-FM     ,44.3542777777778,-89.0586388888889,92.7,0.01,69.0,WI ,"TOWER ROAD MEDIA, INC.                                                      "
7692,W224EE,38.3573055555556,-81.6679166666667,92.7,0.01,0.0,WV ,"BRISTOL BROADCASTING COMPANY, INC.                                          "
7693,WGIE        ,39.2893888888889,-80.3152222222222,92.7,0.01,226.0,WV ,VANDALIA MEDIA PARTNERS 2 LLC
7694,WKQR        ,37.5187222222222,-81.3784166666667,92.7,0.01,100.0,WV ,"FIRST MEDIA SERVICES, LLC                                                   "
7695,KHRW        ,44.6221666666667,-107.116444444444,92.7,0.01,346.0,WY ,"LEGEND COMMUNICATIONS OF WYOMING, LLC                                       "
7696,KIQZ        ,41.7710555555556,-107.238083333333,92.7,0.01,91.0,WY ,"MT. RUSHMORE BROADCASTING, INC.                                             "
7697,K224DT,42.0571666666667,-104.963861111111,92.7,0.01,0.0,WY ,"SMITH BROADCASTING, INC.                                                    "
7698,KFAT        ,61.3358333333333,-149.515555555556,92.9,0.01,270.0,AK ,OMG FCC LICENSES LLC                                                        
7699,KQAB        ,58.3655833333333,-134.634583333333,92.9,0.01,-128.0,AK ,CSN INTERNATIONAL                                                           
7700,KXES-LP     ,64.74075,-156.876083333333,92.9,0.01,0.0,AK ,"YUKON WIRELESS, INC.                                                        "
7701,W225AB,34.7998055555556,-87.6758611111111,92.9,0.01,0.0,AL ,WILLIAM P. ROGERS                                                           
7703,W225AH,34.7938611111111,-86.6308333333333,92.9,0.01,0.0,AL ,EDUCATIONAL MEDIA FOUNDATION                                                
7705,WBLX-FM     ,30.6126944444444,-87.64525,92.9,0.01,520.5,AL ,CUMULUS LICENSING LLC                                                       
7708,WTUG-FM     ,33.0542777777778,-87.5491666666667,92.9,0.01,298.8,AL ,"TOWNSQUARE LICENSE, LLC                                                     "
7709,KYFE-LP     ,36.3936111111111,-94.1816388888889,92.9,0.01,0.0,AR ,IGLESIA CUIDAD DE REFUGIO Y RESTAURACION INC                                
7710,KHRN-LP     ,34.5256388888889,-90.5881111111111,92.9,0.01,12.0,AR ,DELTA NEWS FOUNDATION                                                       
7711,KVRE        ,34.6423055555556,-93.0715555555556,92.9,0.01,99.3,AR ,CADDO BROADCASTING COMPANY                                                  
7715,KDWR-LP     ,33.6630833333333,-112.029583333333,92.9,0.01,0.0,AZ ,WALK AND TALK INC                                                           
7716,KAFF-FM     ,34.9686388888889,-111.507361111111,92.9,0.01,461.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7717,K225CT,33.5942222222222,-112.08625,92.9,0.01,0.0,AZ ,LA HERMOSA RADIO LLC                                                        
7718,K225BX,33.6678055555556,-114.210666666667,92.9,0.01,0.0,AZ ,"ADVANCE MINISTRIES, INC. D/B/A NEW LIFE CHRISTIAN SCHOOL                    "
7720,KAFF-FM5,34.8261388888889,-111.777111111111,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7721,KAFF-FM6,34.8261388888889,-111.777111111111,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7722,KAFF-FM1,34.8746944444444,-111.758361111111,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7723,KAFF-FM2,34.8746944444444,-111.758361111111,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7724,KAFF-FM3,34.8605555555556,-111.820555555556,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7725,KAFF-FM4,34.8605555555556,-111.820555555556,92.9,0.01,0.0,AZ ,"FLAGSTAFF RADIO, INC                                                        "
7726,KHUD        ,32.2489444444445,-111.117027777778,92.9,0.01,621.0,AZ ,"IHM LICENSES, LLC                                                           "
7727,K225CL,34.2129722222222,-112.755166666667,92.9,0.01,0.0,AZ ,CATZ & DAWGZ                                                                
7728,K225BA,33.2613888888889,-116.372222222222,92.9,0.01,0.0,CA ,SANTA MONICA COMMUNITY COLLEGE DISTRICT                                     
7729,KFGY        ,38.76238888888889,-122.841083333333,92.9,0.01,594.0,CA ,"AMATURO SONOMA MEDIA GROUP, LLC                                             "
7730,K225AO,34.6035833333333,-120.489027777778,92.9,0.01,0.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
7731,KPCR-LP     ,37.2161388888889,-121.960305555556,92.9,0.01,-59.0,CA ,CENTRAL COAST MEDIA EDUCATION FOUNDATION                                    
7732,KXFG        ,33.5928888888889,-117.148305555556,92.9,0.01,100.0,CA ,"AUDACY LICENSE, LLC                                                         "
7733,KJEE        ,34.4658055555556,-119.677888888889,92.9,0.01,270.0,CA ,"MONTECITO FM, INC.                                                          "
7734,K225DF,35.0980833333333,-114.526305555556,92.9,0.01,0.0,CA ,"RUBIN BROADCASTING, INC.                                                    "
7735,K225AU,39.2457222222222,-120.966611111111,92.9,0.01,0.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
7736,KOSO        ,37.6066666666667,-121.044722222222,92.9,0.01,100.0,CA ,"IHM LICENSES, LLC                                                           "
7738,K225BQ,35.36025,-120.655444444444,92.9,0.01,0.0,CA ,"RADIO BILINGUE, INC.                                                        "
7739,K225CG,34.89775,-120.590722222222,92.9,0.01,0.0,CA ,EMERALD WAVE MEDIA                                                          
7740,K225CK,37.5849166666667,-121.986611111111,92.9,0.01,0.0,CA ,RADIO PUNJAB AM 1310 INC.
7741,KFSO-FM     ,36.6356944444445,-118.943194444444,92.9,0.01,260.0,CA ,"IHM LICENSES, LLC                                                           "
7742,KYWS-LP     ,38.5626666666667,-121.542166666667,92.9,0.01,0.0,CA ,WEST SACRAMENTO NEIGHBORS FAIR                                              
7743,K225AZ,37.4886111111111,-105.859194444444,92.9,0.01,12.3,CO ,TURBO TECHNICAL SERVICES                                                    
7744,KPTE        ,37.3391666666667,-107.824222222222,92.9,0.01,344.0,CO ,"HUTTON BROADCASTING, LLC                                                    "
7745,K225CZ,40.01191666666671,-105.188333333333,92.9,0.01,0.0,CO ,RADIO 74 INTERNATIONALE
7747,KKPK        ,38.7455555555556,-104.862194444444,92.9,0.01,670.0,CO ,"RADIO LICENSE HOLDING CBC, LLC                                              "
7749,K225BS,39.7722222222222,-104.98275,92.9,0.01,0.0,CO ,OPEN MEDIA FOUNDATION                                                       
7750,WDUP-LP     ,41.3508333333333,-72.0985833333333,92.9,0.01,0.0,CT ,"HP-NL COMMUNICATIONS, INC.                                                  "
7751,WRDX        ,39.2009444444444,-75.5649166666667,92.9,0.01,115.0,DE ,"IHM LICENSES, LLC                                                           "
7752,WIKX        ,26.8967222222222,-82.2406388888889,92.9,0.01,246.0,FL ,"IHM LICENSES, LLC                                                           "
7755,WMFQ        ,29.0794166666667,-82.09175,92.9,0.01,145.0,FL ,"JVC MEDIA OF FLORIDA, LLC                                                   "
7756,WZAY-LP     ,28.3200277777778,-80.7408611111111,92.9,0.01,0.0,FL ,ROCKLEDGE CHURCH OF CHRIST                                                  
7757,WGRL-LP     ,28.2406944444444,-81.3021388888889,92.9,0.01,48.0,FL ,K & A BROADCASTING GROUP CORP                                               
7758,W225BI,30.2810833333333,-81.5700833333333,92.9,0.01,0.0,FL ,"NORSAN CONSULTING & MANAGEMENT, LLC                                         "
7759,W225CQ,28.0114166666667,-82.49775,92.9,0.01,0.0,FL ,"CIRCUITWERKES, INC.                                                         "
7761,DDW284CR,26.6772222222222,-80.0494444444445,92.9,0.01,113.0,FL ,EDUCATIONAL MEDIA FOUNDATION                                                
7762,WZGC        ,33.8073333333333,-84.3393055555556,92.9,0.01,340.0,GA ,"AUDACY LICENSE, LLC                                                         "
7764,W239CB,34.8455833333333,-83.4995555555556,92.9,0.01,0.0,GA ,CHARISMA RADIO CORP.                                                        
7765,WBJL-LP     ,34.705,-85.2988888888889,92.9,0.01,-3.0,GA ,GRACE FELLOWSHIP CHURCH                                                     
7766,WAAC        ,30.8038055555556,-83.3554166666667,92.9,0.01,153.0,GA ,"W.G.O.V., INC.                                                              "
7767,WYBO        ,33.2184444444444,-82.0419722222222,92.9,0.01,99.0,GA ,BIG SHOW HOLDING LLC                                                        
7768,K225BD,20.8001666666667,-156.861361111111,92.9,0.01,0.0,HI ,"PACIFIC RADIO GROUP, INC.                                                   "
7769,K225BP,41.6791666666667,-93.5963333333333,92.9,0.01,0.0,IA ,CSN INTERNATIONAL                                                           
7770,KATF        ,42.52888888888889,-90.61625,92.9,0.01,309.0,IA ,"RADIO DUBUQUE, INC.                                                         "
7771,KDAO-FM     ,42.2636111111111,-93.0661111111111,92.9,0.01,100.0,IA ,"ELDORA BROADCASTING COMPANY, INC.                                           "
7772,KKIA        ,42.4896944444444,-95.2947222222222,92.9,0.01,100.0,IA ,"COMMUNITY FIRST BROADCASTING, LLC                                           "
7773,KMSC        ,42.4744166666667,-96.35975,92.9,0.01,56.0,IA ,MORNINGSIDE UNIVERSITY                                                      
7774,WRPW        ,40.4911388888889,-88.7206111111111,92.9,0.01,100.0,IL ,"PILOT MEDIA, LLC                                                            "
7775,W225BY,39.5277777777778,-88.3563888888889,92.9,0.01,0.0,IL ,"COUNTRYSIDE BROADCASTING, INC.                                              "
7776,WSEI        ,38.7003333333333,-88.0814166666667,92.9,0.01,153.0,IL ,"V.L.N. BROADCASTING, INC.                                                   "
7777,W225DC,40.73611111111111,-89.5747222222222,92.9,0.01,0.0,IL ,"AMERICAN EDUCATION FOUNDATION, INC.                                         "
7778,W225CX,39.0436666666667,-89.7489722222222,92.9,0.01,0.0,IL ,TALLEY BROADCASTING CORPORATION                                             
7779,W225CC,42.0066944444444,-88.6778611111111,92.9,0.01,0.0,IL ,"AMERICAN EDUCATION FOUNDATION, INC.                                         "
7780,WNDV-FM     ,41.6056111111111,-86.2127777777778,92.9,0.01,268.0,IN ,"SOUND MANAGEMENT, LLC                                                       "
7782,WSKL        ,40.1461388888889,-87.4541944444445,92.9,0.01,82.0,IN ,"ZONA COMMUNICATIONS, INC.                                                   "
7783,KMML        ,37.9415833333333,-100.312722222222,92.9,0.01,186.0,KS ,"WESTERN KANSAS BROADCAST CENTER, LLC                                        "
7784,KMXN        ,38.7394444444444,-95.5521944444444,92.9,0.01,163.0,KS ,"GREAT PLAINS MEDIA, INC.                                                    "
7785,W225BS,37.7450555555556,-85.8891388888889,92.9,0.01,0.0,KY ,"SKYTOWER COMMUNICATIONS E'TOWN, INC.                                        "
7786,WVLK-FM     ,38.0395,-84.4029722222222,92.9,0.01,259.0,KY ,CUMULUS LICENSING LLC                                                       
7788,W225CL,37.7750555555556,-87.1588888888889,92.9,0.01,0.0,KY ,"HANCOCK COMMUNICATIONS, INC.                                                "
7789,KHLA        ,30.1801944444444,-93.03125,92.9,0.01,195.0,LA ,"TOWNSQUARE LICENSE, LLC                                                     "
7790,K225CP,29.75075,-91.1737222222222,92.9,0.01,0.0,LA ,"SPOTLIGHT BROADCASTING OF NEW ORLEANS, LLC                                  "
7791,W225CZ,29.9201944444444,-90.0245277777778,92.9,0.01,0.0,LA ,"AUDACY LICENSE, LLC                                                         "
7792,KSPH        ,33.0084722222222,-93.4773888888889,92.9,0.01,167.0,LA ,"HOUSTON CHRISTIAN BROADCASTERS, INC.                                        "
7793,WBOX-FM     ,30.8416666666667,-89.835,92.9,0.01,5.0,LA ,"BEST COUNTRY BROADCASTING, LLC                                              "
7795,WBOS        ,42.3473333333333,-71.0825555555556,92.9,0.01,224.0,MA ,"BEASLEY MEDIA GROUP LICENSES, LLC                                           "
7798,WVCI-LP     ,38.4844444444444,-75.8269444444444,92.9,0.01,10.0,MD ,COMMUNITY INFORMATICS INSTITUTE                                             
7799,WEZQ        ,44.7597777777778,-68.56475,92.9,0.01,240.0,ME ,"TOWNSQUARE LICENSE, LLC                                                     "
7800,WGPG-LP     ,42.3341944444445,-85.2066388888889,92.9,0.01,0.0,MI ,BATTLE CREEK COMMUNITY RADIO                                                
7801,WJZQ        ,44.5947222222222,-85.1981111111111,92.9,0.01,278.0,MI ,"WKJF RADIO, INC.                                                            "
7804,W225BL,42.9536388888889,-85.6986388888889,92.9,0.01,0.0,MI ,FURNITURE CITY BROADCASTING CORPORATION                                     
7805,WLMI        ,42.7328055555556,-84.5535833333333,92.9,0.01,105.0,MI ,"MIDWEST COMMUNICATIONS, INC.                                                "
7806,WSCD-FM     ,46.7888055555556,-92.1179444444444,92.9,0.01,185.0,MN ,MINNESOTA PUBLIC RADIO                                                      
7808,K225AQ,46.918861111111106,-95.04475,92.9,0.01,0.0,MN ,"SHINE THE LIGHT, INC                                                        "
7809,KFSI        ,44.0241111111111,-92.5435,92.9,0.01,97.0,MN ,"FAITH SOUND, INC.                                                           "
7810,KKJM        ,45.6385555555556,-94.3733055555556,92.9,0.01,100.0,MN ,GABRIEL MEDIA                                                               
7811,W225AP,44.9766111111111,-93.2710555555556,92.9,0.01,0.0,MN ,EDUCATIONAL MEDIA FOUNDATION                                                
7812,KGRC        ,39.73,-91.4055555555556,92.9,0.01,153.0,MO ,STARADIO CORP.                                                              
7813,K225CS,37.0695,-94.5471666666667,92.9,0.01,0.0,MO ,"AMERICAN MEDIA INVESTMENTS, INC.                                            "
7814,K225CI,39.1613888888889,-94.468,92.9,0.01,0.0,MO ,"CATHOLIC RADIO NETWORK, INC.                                                "
7815,KLSC        ,36.6753333333333,-89.7720277777778,92.9,0.01,145.0,MO ,MRR LICENSE LLC                                                             
